                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                 1.1447,                0.60853,                0.87412,                 0.7703,                0.65811,                0.72968,                 0.4047,                 1.4735,                0.84356,                0.96248,               0.001157,               0.001157,               0.001157
                    312,                 1.1382,                0.61479,                0.87353,                0.76814,                0.64348,                0.71763,                0.40156,                 1.4787,                0.87027,                0.96479,              0.0011554,              0.0011554,              0.0011554
                    313,                 1.1854,                0.61997,                 0.8758,                0.76814,                0.64348,                0.71763,                0.40156,                 1.4787,                0.87027,                0.96479,              0.0011537,              0.0011537,              0.0011537
                    314,                 1.1257,                0.61319,                0.88652,                0.79161,                0.63412,                0.73464,                0.40903,                 1.4631,                 0.9135,                0.95485,              0.0011521,              0.0011521,              0.0011521
                    315,                 1.0892,                0.59674,                  0.882,                0.79161,                0.63412,                0.73464,                0.40903,                 1.4631,                 0.9135,                0.95485,              0.0011504,              0.0011504,              0.0011504
                    316,                 1.1344,                0.61221,                0.86633,                0.74746,                0.64661,                0.73494,                0.41201,                 1.4707,                 0.9478,                0.95121,              0.0011488,              0.0011488,              0.0011488
                    317,                 1.1522,                0.61876,                0.87493,                0.74746,                0.64661,                0.73494,                0.41201,                 1.4707,                 0.9478,                0.95121,              0.0011471,              0.0011471,              0.0011471
                    318,                 1.1493,                0.61532,                0.88125,                0.74513,                0.67041,                0.74261,                0.40551,                 1.4915,                0.93374,                0.95585,              0.0011455,              0.0011455,              0.0011455
                    319,                 1.0758,                0.64428,                0.86032,                0.74513,                0.67041,                0.74261,                0.40551,                 1.4915,                0.93374,                0.95585,              0.0011438,              0.0011438,              0.0011438
                    320,                 1.2182,                0.63596,                0.88925,                0.73914,                0.68875,                 0.7462,                 0.4076,                 1.4689,                0.90012,                0.95227,              0.0011422,              0.0011422,              0.0011422
                    321,                 1.1075,                0.60339,                 0.8622,                0.73914,                0.68875,                 0.7462,                 0.4076,                 1.4689,                0.90012,                0.95227,              0.0011405,              0.0011405,              0.0011405
                    322,                 1.1104,                0.60751,                0.87437,                 0.7438,                0.69226,                0.74337,                0.41135,                 1.4481,                0.83609,                0.95065,              0.0011389,              0.0011389,              0.0011389
                    323,                 1.1377,                 0.5968,                0.86941,                 0.7438,                0.69226,                0.74337,                0.41135,                 1.4481,                0.83609,                0.95065,              0.0011372,              0.0011372,              0.0011372
                    324,                 1.0608,                0.58929,                0.87596,                0.75047,                0.69986,                0.74792,                0.41226,                 1.4742,                0.80351,                 0.9595,              0.0011356,              0.0011356,              0.0011356
                    325,                 1.1115,                0.62089,                0.87292,                0.75047,                0.69986,                0.74792,                0.41226,                 1.4742,                0.80351,                 0.9595,              0.0011339,              0.0011339,              0.0011339
                    326,                  1.038,                0.62034,                0.85922,                0.72218,                0.69569,                0.75349,                0.40923,                 1.4819,                0.79675,                0.96515,              0.0011323,              0.0011323,              0.0011323
                    327,                 1.1569,                0.60739,                0.86634,                0.72218,                0.69569,                0.75349,                0.40923,                 1.4819,                0.79675,                0.96515,              0.0011306,              0.0011306,              0.0011306
                    328,                 1.1354,                0.62255,                0.87995,                0.68617,                0.71313,                0.74795,                0.40972,                 1.4674,                0.79005,                0.96547,               0.001129,               0.001129,               0.001129
                    329,                  1.072,                0.59044,                0.86671,                0.68617,                0.71313,                0.74795,                0.40972,                 1.4674,                0.79005,                0.96547,              0.0011273,              0.0011273,              0.0011273
                    330,                 1.0376,                0.57466,                0.86856,                0.76487,                0.68172,                0.76244,                0.42309,                 1.4453,                0.77772,                0.96259,              0.0011257,              0.0011257,              0.0011257
                    331,                 1.1566,                0.62331,                 0.8808,                0.76487,                0.68172,                0.76244,                0.42309,                 1.4453,                0.77772,                0.96259,               0.001124,               0.001124,               0.001124
                    332,                 1.1214,                 0.5902,                 0.8701,                0.76933,                 0.6948,                0.76017,                0.41856,                  1.469,                0.78184,                0.97104,              0.0011224,              0.0011224,              0.0011224
                    333,                 1.1746,                0.61344,                0.86526,                0.76933,                 0.6948,                0.76017,                0.41856,                  1.469,                0.78184,                0.97104,              0.0011207,              0.0011207,              0.0011207
                    334,                 1.1052,                 0.5994,                0.86519,                0.74011,                0.70575,                0.75578,                0.40743,                 1.5097,                0.81018,                0.98213,              0.0011191,              0.0011191,              0.0011191
                    335,                  1.137,                0.59128,                0.86417,                0.74011,                0.70575,                0.75578,                0.40743,                 1.5097,                0.81018,                0.98213,              0.0011174,              0.0011174,              0.0011174
                    336,                 1.1138,                0.58987,                0.85863,                0.70912,                0.70669,                0.74011,                0.38183,                 1.5398,                0.83283,                0.97945,              0.0011158,              0.0011158,              0.0011158
                    337,                 1.1315,                0.59977,                0.87573,                0.70912,                0.70669,                0.74011,                0.38183,                 1.5398,                0.83283,                0.97945,              0.0011141,              0.0011141,              0.0011141
                    338,                 1.1138,                0.58279,                0.86551,                 0.7326,                0.65727,                0.71946,                0.37638,                 1.5061,                0.83882,                0.96946,              0.0011125,              0.0011125,              0.0011125
                    339,                 1.1735,                0.61311,                 0.8774,                 0.7326,                0.65727,                0.71946,                0.37638,                 1.5061,                0.83882,                0.96946,              0.0011108,              0.0011108,              0.0011108
                    340,                 1.2164,                0.62895,                0.86855,                0.74588,                0.65225,                0.71969,                0.37591,                 1.4644,                0.84046,                0.96177,              0.0011092,              0.0011092,              0.0011092
                    341,                 1.1322,                0.60507,                0.86717,                0.74588,                0.65225,                0.71969,                0.37591,                 1.4644,                0.84046,                0.96177,              0.0011075,              0.0011075,              0.0011075
                    342,                 1.1023,                0.59674,                0.87252,                0.70481,                0.71099,                0.73811,                0.39249,                 1.4326,                0.82931,                0.95693,              0.0011059,              0.0011059,              0.0011059
                    343,                 1.0662,                0.63423,                0.88212,                0.70481,                0.71099,                0.73811,                0.39249,                 1.4326,                0.82931,                0.95693,              0.0011042,              0.0011042,              0.0011042
                    344,                 1.0241,                0.56115,                0.86136,                0.71682,                0.67723,                0.69699,                0.37774,                 1.5002,                0.83504,                0.97336,              0.0011026,              0.0011026,              0.0011026
                    345,                 1.2074,                 0.6062,                0.87105,                0.71682,                0.67723,                0.69699,                0.37774,                 1.5002,                0.83504,                0.97336,              0.0011009,              0.0011009,              0.0011009
                    346,                 1.1733,                0.59211,                0.87587,                0.69933,                0.65323,                0.67245,                0.37134,                 1.5213,                0.84595,                0.98255,              0.0010993,              0.0010993,              0.0010993
                    347,                 1.1707,                0.61788,                0.88039,                0.69933,                0.65323,                0.67245,                0.37134,                 1.5213,                0.84595,                0.98255,              0.0010976,              0.0010976,              0.0010976
                    348,                 1.1338,                0.59854,                0.87263,                0.70202,                 0.6823,                0.69633,                 0.3888,                 1.4854,                0.85148,                0.97525,               0.001096,               0.001096,               0.001096
                    349,                 1.2256,                0.67749,                0.87459,                0.70202,                 0.6823,                0.69633,                 0.3888,                 1.4854,                0.85148,                0.97525,              0.0010943,              0.0010943,              0.0010943
                    350,                 1.1106,                0.60758,                0.88044,                 0.7308,                0.67237,                0.72708,                0.40355,                 1.4527,                0.84359,                0.96299,              0.0010927,              0.0010927,              0.0010927
                    351,                 1.1103,                0.59541,                 0.8626,                 0.7308,                0.67237,                0.72708,                0.40355,                 1.4527,                0.84359,                0.96299,               0.001091,               0.001091,               0.001091
                    352,                 1.0509,                0.57513,                0.86977,                0.70363,                0.69323,                0.73276,                0.39992,                 1.4804,                  0.864,                 0.9655,              0.0010894,              0.0010894,              0.0010894
                    353,                 1.1497,                0.59683,                0.86344,                0.70363,                0.69323,                0.73276,                0.39992,                 1.4804,                  0.864,                 0.9655,              0.0010877,              0.0010877,              0.0010877
                    354,                 1.0982,                0.64888,                0.86741,                0.71845,                0.69302,                0.72532,                0.38999,                    1.5,                0.91921,                0.96706,              0.0010861,              0.0010861,              0.0010861
                    355,                 1.0591,                0.58064,                0.86989,                0.71845,                0.69302,                0.72532,                0.38999,                    1.5,                0.91921,                0.96706,              0.0010844,              0.0010844,              0.0010844
                    356,                 1.1614,                0.60713,                0.87189,                0.67661,                0.66209,                0.67685,                0.36104,                 1.5655,                0.99544,                0.98375,              0.0010828,              0.0010828,              0.0010828
                    357,                 1.1128,                0.62495,                0.85887,                0.67661,                0.66209,                0.67685,                0.36104,                 1.5655,                0.99544,                0.98375,              0.0010811,              0.0010811,              0.0010811
                    358,                 1.1339,                0.59153,                0.87957,                0.69601,                0.63919,                0.67565,                 0.3564,                 1.5782,                 1.0172,                 0.9889,              0.0010795,              0.0010795,              0.0010795
                    359,                 1.1505,                0.61918,                0.87001,                0.69601,                0.63919,                0.67565,                 0.3564,                 1.5782,                 1.0172,                 0.9889,              0.0010778,              0.0010778,              0.0010778
                    360,                 1.1323,                0.60805,                0.87033,                0.71849,                0.66086,                0.70123,                0.37646,                  1.523,                0.99932,                0.97712,              0.0010762,              0.0010762,              0.0010762
                    361,                 1.0617,                0.59757,                 0.8723,                0.71849,                0.66086,                0.70123,                0.37646,                  1.523,                0.99932,                0.97712,              0.0010745,              0.0010745,              0.0010745
                    362,                 1.1231,                0.60159,                0.86196,                0.74828,                0.67294,                0.71499,                0.38844,                 1.4798,                0.96199,                0.96908,              0.0010729,              0.0010729,              0.0010729
                    363,                 1.1243,                0.63492,                0.88576,                0.74828,                0.67294,                0.71499,                0.38844,                 1.4798,                0.96199,                0.96908,              0.0010712,              0.0010712,              0.0010712
                    364,                 1.0894,                0.59797,                0.86184,                0.74187,                0.67901,                0.72003,                0.39284,                 1.4539,                0.91946,                0.96755,              0.0010696,              0.0010696,              0.0010696
                    365,                 1.0709,                0.58655,                0.87362,                0.74187,                0.67901,                0.72003,                0.39284,                 1.4539,                0.91946,                0.96755,              0.0010679,              0.0010679,              0.0010679
                    366,                 1.0984,                0.61315,                 0.8601,                0.71327,                0.66533,                 0.7043,                0.37939,                 1.4989,                0.89891,                0.97964,              0.0010663,              0.0010663,              0.0010663
                    367,                 1.1203,                0.59234,                0.86003,                0.71327,                0.66533,                 0.7043,                0.37939,                 1.4989,                0.89891,                0.97964,              0.0010646,              0.0010646,              0.0010646
                    368,                 1.0748,                0.59695,                0.85592,                0.71466,                0.65291,                0.69462,                 0.3676,                  1.515,                0.90869,                0.98168,               0.001063,               0.001063,               0.001063
                    369,                 1.0736,                0.62321,                0.86932,                0.71466,                0.65291,                0.69462,                 0.3676,                  1.515,                0.90869,                0.98168,              0.0010613,              0.0010613,              0.0010613
                    370,                 1.0519,                0.59665,                 0.8578,                0.66745,                0.65595,                0.69444,                0.37211,                 1.4822,                 0.8927,                0.97167,              0.0010597,              0.0010597,              0.0010597
                    371,                 1.1114,                 0.6568,                0.87812,                0.66745,                0.65595,                0.69444,                0.37211,                 1.4822,                 0.8927,                0.97167,               0.001058,               0.001058,               0.001058
                    372,                 1.0716,                0.58148,                0.85065,                0.66173,                0.66969,                0.69899,                0.37239,                 1.4703,                0.89515,                 0.9692,              0.0010564,              0.0010564,              0.0010564
                    373,                 1.0889,                0.59524,                0.87421,                0.66173,                0.66969,                0.69899,                0.37239,                 1.4703,                0.89515,                 0.9692,              0.0010547,              0.0010547,              0.0010547
                    374,                 1.1287,                0.61484,                0.85843,                0.68515,                0.68113,                0.71051,                0.37834,                 1.4691,                0.88153,                0.97167,              0.0010531,              0.0010531,              0.0010531
                    375,                 1.1021,                0.59724,                0.87066,                0.68515,                0.68113,                0.71051,                0.37834,                 1.4691,                0.88153,                0.97167,              0.0010514,              0.0010514,              0.0010514
                    376,                 1.1602,                 0.6359,                 0.8833,                0.71219,                 0.6944,                  0.726,                0.38907,                 1.4559,                  0.851,                0.96994,              0.0010498,              0.0010498,              0.0010498
                    377,                 1.1334,                0.61065,                0.87512,                0.71219,                 0.6944,                  0.726,                0.38907,                 1.4559,                  0.851,                0.96994,              0.0010481,              0.0010481,              0.0010481
                    378,                 1.1059,                0.60527,                0.85846,                0.71322,                0.71782,                0.72991,                0.39518,                 1.4425,                0.84691,                0.96559,              0.0010465,              0.0010465,              0.0010465
                    379,                 1.0681,                 0.5687,                  0.854,                0.71322,                0.71782,                0.72991,                0.39518,                 1.4425,                0.84691,                0.96559,              0.0010448,              0.0010448,              0.0010448
                    380,                 1.0963,                0.58242,                0.86419,                0.74939,                0.68794,                0.73419,                0.39778,                 1.4715,                0.84338,                0.96624,              0.0010432,              0.0010432,              0.0010432
                    381,                 1.0736,                0.57443,                0.87164,                0.74939,                0.68794,                0.73419,                0.39778,                 1.4715,                0.84338,                0.96624,              0.0010415,              0.0010415,              0.0010415
                    382,                 1.1188,                0.59187,                0.86879,                0.73042,                0.70451,                0.74156,                0.40431,                  1.488,                0.84564,                0.96978,              0.0010399,              0.0010399,              0.0010399
                    383,                 1.0943,                0.58408,                0.87137,                0.73042,                0.70451,                0.74156,                0.40431,                  1.488,                0.84564,                0.96978,              0.0010382,              0.0010382,              0.0010382
                    384,                 1.0851,                 0.5811,                0.86109,                0.73778,                0.70144,                0.74786,                0.41244,                 1.4823,                0.85336,                0.97135,              0.0010366,              0.0010366,              0.0010366
                    385,                 1.0208,                0.57904,                0.85885,                0.73778,                0.70144,                0.74786,                0.41244,                 1.4823,                0.85336,                0.97135,              0.0010349,              0.0010349,              0.0010349
                    386,                 1.1237,                0.59823,                0.87674,                0.70946,                0.71081,                0.73858,                0.41549,                 1.4954,                 0.8456,                0.97284,              0.0010333,              0.0010333,              0.0010333
                    387,                 1.1282,                0.59387,                0.86288,                0.70946,                0.71081,                0.73858,                0.41549,                 1.4954,                 0.8456,                0.97284,              0.0010316,              0.0010316,              0.0010316
                    388,                 1.1351,                0.57824,                0.85861,                0.72574,                0.69871,                0.74726,                0.41278,                 1.5157,                 0.8292,                0.97594,                0.00103,                0.00103,                0.00103
                    389,                 1.0785,                0.61152,                0.87762,                0.72574,                0.69871,                0.74726,                0.41278,                 1.5157,                 0.8292,                0.97594,              0.0010283,              0.0010283,              0.0010283
                    390,                  1.073,                0.57335,                0.86835,                0.71693,                0.69998,                0.74393,                0.41036,                 1.5261,                0.82302,                0.97503,              0.0010267,              0.0010267,              0.0010267
                    391,                 1.0978,                0.59779,                 0.8661,                0.71693,                0.69998,                0.74393,                0.41036,                 1.5261,                0.82302,                0.97503,               0.001025,               0.001025,               0.001025
                    392,                  1.119,                0.60038,                0.86487,                0.74379,                0.68105,                0.75471,                 0.4158,                 1.5054,                0.82328,                  0.967,              0.0010234,              0.0010234,              0.0010234
                    393,                  1.095,                0.58116,                  0.859,                0.74379,                0.68105,                0.75471,                 0.4158,                 1.5054,                0.82328,                  0.967,              0.0010217,              0.0010217,              0.0010217
                    394,                 1.0558,                0.58085,                0.86265,                0.74911,                0.69776,                0.76287,                0.41151,                 1.4776,                0.82381,                0.96206,              0.0010201,              0.0010201,              0.0010201
                    395,                 1.1361,                0.59473,                0.87294,                0.74911,                0.69776,                0.76287,                0.41151,                 1.4776,                0.82381,                0.96206,              0.0010184,              0.0010184,              0.0010184
                    396,                 1.1125,                0.59224,                0.86286,                0.73936,                0.68818,                0.74882,                0.40512,                 1.4645,                0.81542,                0.96037,              0.0010168,              0.0010168,              0.0010168
                    397,                 1.1261,                0.59028,                0.86578,                0.73936,                0.68818,                0.74882,                0.40512,                 1.4645,                0.81542,                0.96037,              0.0010151,              0.0010151,              0.0010151
                    398,                 1.1625,                0.65553,                0.87292,                0.75645,                0.67777,                0.73568,                0.39973,                 1.4648,                0.80481,                0.96525,              0.0010135,              0.0010135,              0.0010135
                    399,                 1.1255,                 0.5904,                0.87101,                0.75645,                0.67777,                0.73568,                0.39973,                 1.4648,                0.80481,                0.96525,              0.0010118,              0.0010118,              0.0010118
                    400,                 1.0676,                0.56682,                0.86178,                0.76491,                0.67059,                0.73081,                0.38769,                 1.4972,                0.80697,                0.97623,              0.0010102,              0.0010102,              0.0010102
                    401,                 1.1004,                0.59354,                0.85861,                0.76491,                0.67059,                0.73081,                0.38769,                 1.4972,                0.80697,                0.97623,              0.0010085,              0.0010085,              0.0010085
                    402,                 1.0871,                0.61063,                0.86585,                0.75687,                 0.6948,                0.74209,                0.39384,                 1.5159,                0.79561,                 0.9808,              0.0010069,              0.0010069,              0.0010069
                    403,                 1.1145,                0.58573,                0.86394,                0.75687,                 0.6948,                0.74209,                0.39384,                 1.5159,                0.79561,                 0.9808,              0.0010052,              0.0010052,              0.0010052
                    404,                 1.1182,                0.68715,                0.87632,                0.76988,                0.70249,                 0.7488,                0.40078,                 1.5263,                0.78721,                0.98168,              0.0010036,              0.0010036,              0.0010036
                    405,                 1.0588,                0.58883,                0.87061,                0.76988,                0.70249,                 0.7488,                0.40078,                 1.5263,                0.78721,                0.98168,              0.0010019,              0.0010019,              0.0010019
                    406,                 1.1637,                0.60096,                0.86401,                0.76449,                0.72797,                0.76253,                0.40821,                 1.5037,                 0.7822,                0.97411,              0.0010003,              0.0010003,              0.0010003
                    407,                 1.1144,                 0.6063,                0.86566,                0.76449,                0.72797,                0.76253,                0.40821,                 1.5037,                 0.7822,                0.97411,             0.00099862,             0.00099862,             0.00099862
                    408,                 1.1259,                0.59694,                0.86375,                0.77992,                0.73608,                0.77612,                0.41341,                 1.4584,                0.77654,                 0.9622,             0.00099697,             0.00099697,             0.00099697
                    409,                 1.1588,                0.61318,                0.86591,                0.77992,                0.73608,                0.77612,                0.41341,                 1.4584,                0.77654,                 0.9622,             0.00099532,             0.00099532,             0.00099532
                    410,                 1.0924,                0.59444,                0.86818,                0.77923,                0.72563,                0.77857,                0.41671,                 1.4666,                0.78292,                0.96459,             0.00099367,             0.00099367,             0.00099367
                    411,                 1.0423,                 0.5894,                0.86421,                0.77923,                0.72563,                0.77857,                0.41671,                 1.4666,                0.78292,                0.96459,             0.00099202,             0.00099202,             0.00099202
                    412,                 1.0212,                0.56658,                0.85758,                0.77697,                0.71548,                0.76311,                0.41319,                 1.4663,                0.77593,                0.96159,             0.00099036,             0.00099036,             0.00099036
                    413,                 1.0114,                0.56583,                0.85499,                0.77697,                0.71548,                0.76311,                0.41319,                 1.4663,                0.77593,                0.96159,             0.00098871,             0.00098871,             0.00098871
                    414,                 1.0877,                0.63109,                 0.8671,                0.78799,                0.69058,                0.75099,                0.42032,                  1.438,                0.74994,                0.95572,             0.00098706,             0.00098706,             0.00098706
                    415,                 1.0714,                0.57233,                0.86961,                0.78799,                0.69058,                0.75099,                0.42032,                  1.438,                0.74994,                0.95572,             0.00098541,             0.00098541,             0.00098541
                    416,                 1.0606,                0.55687,                0.85251,                0.77784,                0.70084,                0.76704,                0.42431,                 1.4409,                0.75123,                0.95819,             0.00098376,             0.00098376,             0.00098376
                    417,                 1.0166,                 0.5477,                0.85276,                0.77784,                0.70084,                0.76704,                0.42431,                 1.4409,                0.75123,                0.95819,             0.00098211,             0.00098211,             0.00098211
                    418,                 1.0067,                0.55387,                0.84943,                0.75577,                0.71039,                0.76595,                0.41969,                 1.4559,                 0.7656,                0.96291,             0.00098046,             0.00098046,             0.00098046
                    419,                 1.0497,                0.56249,                0.85527,                0.75577,                0.71039,                0.76595,                0.41969,                 1.4559,                 0.7656,                0.96291,             0.00097881,             0.00097881,             0.00097881
                    420,                  1.042,                0.55721,                0.85384,                0.80072,                0.69167,                0.77265,                0.42158,                 1.4399,                0.76239,                 0.9602,             0.00097716,             0.00097716,             0.00097716
                    421,                 1.0612,                0.56684,                0.84954,                0.80072,                0.69167,                0.77265,                0.42158,                 1.4399,                0.76239,                 0.9602,             0.00097551,             0.00097551,             0.00097551
                    422,                 1.0397,                0.55933,                0.84648,                0.76497,                 0.7178,                0.77901,                0.41727,                 1.4397,                0.76172,                0.96078,             0.00097386,             0.00097386,             0.00097386
                    423,                 1.1185,                0.58409,                0.85165,                0.76497,                 0.7178,                0.77901,                0.41727,                 1.4397,                0.76172,                0.96078,             0.00097221,             0.00097221,             0.00097221
                    424,                 1.0395,                0.55812,                0.85305,                0.76187,                 0.7268,                0.76852,                0.41128,                 1.4759,                0.78198,                0.96719,             0.00097056,             0.00097056,             0.00097056
                    425,                 1.0897,                0.57528,                0.84741,                0.76187,                 0.7268,                0.76852,                0.41128,                 1.4759,                0.78198,                0.96719,             0.00096891,             0.00096891,             0.00096891
                    426,                 1.1212,                0.60235,                0.88009,                0.76036,                0.73029,                0.76306,                 0.4123,                 1.4835,                0.79447,                0.96926,             0.00096726,             0.00096726,             0.00096726
                    427,                 1.0728,                 0.5844,                0.85762,                0.76036,                0.73029,                0.76306,                 0.4123,                 1.4835,                0.79447,                0.96926,             0.00096561,             0.00096561,             0.00096561
                    428,                 1.0971,                0.60134,                0.87713,                0.75793,                0.70163,                0.75196,                0.41627,                 1.4547,                0.81721,                0.96549,             0.00096396,             0.00096396,             0.00096396
                    429,                 1.1366,                0.60855,                0.86806,                0.75793,                0.70163,                0.75196,                0.41627,                 1.4547,                0.81721,                0.96549,             0.00096231,             0.00096231,             0.00096231
                    430,                 1.1364,                0.59803,                0.86713,                0.78218,                0.64194,                0.72766,                0.41301,                  1.445,                0.85594,                0.96306,             0.00096066,             0.00096066,             0.00096066
                    431,                 1.1683,                0.60888,                0.87427,                0.78218,                0.64194,                0.72766,                0.41301,                  1.445,                0.85594,                0.96306,             0.00095901,             0.00095901,             0.00095901
                    432,                 1.1335,                0.58416,                0.86403,                0.80324,                0.62125,                0.73041,                0.41006,                  1.431,                0.85944,                0.95649,             0.00095736,             0.00095736,             0.00095736
                    433,                 1.1091,                0.59107,                0.86655,                0.80324,                0.62125,                0.73041,                0.41006,                  1.431,                0.85944,                0.95649,             0.00095571,             0.00095571,             0.00095571
                    434,                 1.0742,                0.61399,                0.86401,                0.72593,                0.68067,                0.74319,                0.40652,                 1.4408,                0.84922,                0.95455,             0.00095406,             0.00095406,             0.00095406
                    435,                 1.0738,                0.62621,                0.85337,                0.72593,                0.68067,                0.74319,                0.40652,                 1.4408,                0.84922,                0.95455,             0.00095241,             0.00095241,             0.00095241
                    436,                 1.0561,                0.57967,                0.86055,                0.75156,                 0.6589,                0.73531,                0.40653,                 1.4549,                 0.8202,                 0.9538,             0.00095076,             0.00095076,             0.00095076
                    437,                 1.0625,                0.57881,                0.86125,                0.75156,                 0.6589,                0.73531,                0.40653,                 1.4549,                 0.8202,                 0.9538,             0.00094911,             0.00094911,             0.00094911
                    438,                 1.1415,                0.59681,                0.86477,                 0.7154,                0.68934,                0.73779,                0.40519,                 1.4503,                0.80414,                0.95239,             0.00094746,             0.00094746,             0.00094746
                    439,                 1.0294,                0.56829,                0.85785,                 0.7154,                0.68934,                0.73779,                0.40519,                 1.4503,                0.80414,                0.95239,             0.00094581,             0.00094581,             0.00094581
                    440,                 1.0839,                0.62025,                0.85146,                0.71204,                0.68841,                0.73567,                0.39963,                  1.438,                0.79797,                0.95286,             0.00094416,             0.00094416,             0.00094416
                    441,                 1.0909,                0.57785,                 0.8547,                0.71204,                0.68841,                0.73567,                0.39963,                  1.438,                0.79797,                0.95286,             0.00094251,             0.00094251,             0.00094251
                    442,                 1.0225,                0.55695,                0.85467,                0.70031,                0.71528,                0.73959,                0.39802,                 1.4357,                0.80424,                0.95707,             0.00094085,             0.00094085,             0.00094085
                    443,                   1.09,                0.58894,                0.85071,                0.70031,                0.71528,                0.73959,                0.39802,                 1.4357,                0.80424,                0.95707,              0.0009392,              0.0009392,              0.0009392
                    444,                 1.0439,                0.57686,                 0.8545,                0.71737,                0.70728,                0.73502,                0.38968,                 1.4618,                0.80589,                0.96432,             0.00093755,             0.00093755,             0.00093755
                    445,                 1.0645,                0.57754,                0.84427,                0.71737,                0.70728,                0.73502,                0.38968,                 1.4618,                0.80589,                0.96432,              0.0009359,              0.0009359,              0.0009359
                    446,                 1.0294,                0.55937,                0.86354,                0.73401,                0.67957,                   0.72,                0.38667,                 1.4802,                 0.8004,                0.96982,             0.00093425,             0.00093425,             0.00093425
                    447,                 1.0221,                0.56308,                0.86939,                0.73401,                0.67957,                   0.72,                0.38667,                 1.4802,                 0.8004,                0.96982,              0.0009326,              0.0009326,              0.0009326
                    448,                 1.0802,                  0.567,                0.85369,                0.72871,                0.68504,                0.72668,                0.39427,                  1.464,                0.79983,                0.96533,             0.00093095,             0.00093095,             0.00093095
                    449,                 1.0182,                0.54633,                0.86076,                0.72871,                0.68504,                0.72668,                0.39427,                  1.464,                0.79983,                0.96533,              0.0009293,              0.0009293,              0.0009293
                    450,                 1.0448,                0.54682,                0.85767,                0.76323,                0.69522,                0.76032,                0.40775,                 1.4333,                 0.8048,                0.95306,             0.00092765,             0.00092765,             0.00092765
                    451,                 1.0765,                0.59044,                0.85936,                0.76323,                0.69522,                0.76032,                0.40775,                 1.4333,                 0.8048,                0.95306,               0.000926,               0.000926,               0.000926
                    452,                 1.0252,                0.55089,                0.85079,                0.72093,                0.70572,                0.75182,                0.40951,                  1.416,                0.81892,                0.94614,             0.00092435,             0.00092435,             0.00092435
                    453,                 1.0109,                0.55312,                0.85475,                0.72093,                0.70572,                0.75182,                0.40951,                  1.416,                0.81892,                0.94614,              0.0009227,              0.0009227,              0.0009227
                    454,                 1.0443,                0.58329,                0.86575,                0.73306,                 0.6946,                0.74501,                0.40674,                  1.423,                0.82463,                0.94839,             0.00092105,             0.00092105,             0.00092105
                    455,                 1.0463,                0.55561,                0.86324,                0.73306,                 0.6946,                0.74501,                0.40674,                  1.423,                0.82463,                0.94839,              0.0009194,              0.0009194,              0.0009194
                    456,                  1.095,                0.57823,                0.85131,                0.74139,                0.69421,                 0.7501,                0.40914,                  1.429,                 0.8126,                0.94814,             0.00091775,             0.00091775,             0.00091775
                    457,                 1.0137,                0.54747,                0.84452,                0.74139,                0.69421,                 0.7501,                0.40914,                  1.429,                 0.8126,                0.94814,              0.0009161,              0.0009161,              0.0009161
                    458,                 1.0539,                0.55269,                0.85085,                0.75092,                   0.71,                 0.7526,                0.41015,                 1.4592,                0.80887,                0.95452,             0.00091445,             0.00091445,             0.00091445
                    459,                 0.9957,                 0.5503,                0.86544,                0.75092,                   0.71,                 0.7526,                0.41015,                 1.4592,                0.80887,                0.95452,              0.0009128,              0.0009128,              0.0009128
                    460,                 1.0142,                0.54252,                0.85699,                0.74321,                 0.7081,                0.74219,                0.40464,                 1.4842,                0.82312,                0.96163,             0.00091115,             0.00091115,             0.00091115
                    461,                   1.07,                0.59706,                0.87334,                0.74321,                 0.7081,                0.74219,                0.40464,                 1.4842,                0.82312,                0.96163,              0.0009095,              0.0009095,              0.0009095
                    462,                   1.06,                  0.615,                0.86917,                0.73045,                0.69707,                0.73187,                0.40097,                 1.4764,                 0.8146,                0.96362,             0.00090785,             0.00090785,             0.00090785
                    463,                 1.0631,                 0.5865,                0.86022,                0.73045,                0.69707,                0.73187,                0.40097,                 1.4764,                 0.8146,                0.96362,              0.0009062,              0.0009062,              0.0009062
                    464,                 1.0498,                0.55966,                0.85138,                 0.7361,                0.69018,                0.72679,                0.40053,                 1.4586,                0.79753,                0.96264,             0.00090455,             0.00090455,             0.00090455
                    465,                 1.0694,                0.55551,                 0.8566,                 0.7361,                0.69018,                0.72679,                0.40053,                 1.4586,                0.79753,                0.96264,              0.0009029,              0.0009029,              0.0009029
                    466,                 1.0664,                0.54983,                0.85368,                0.76843,                0.68383,                0.74349,                0.40772,                  1.443,                0.78817,                0.95922,             0.00090125,             0.00090125,             0.00090125
                    467,                 1.0222,                0.56713,                0.85383,                0.76843,                0.68383,                0.74349,                0.40772,                  1.443,                0.78817,                0.95922,              0.0008996,              0.0008996,              0.0008996
                    468,                 1.0601,                0.56485,                0.85589,                0.73642,                0.68832,                0.74853,                0.40713,                 1.4404,                0.80239,                0.95552,             0.00089795,             0.00089795,             0.00089795
